Region,Country,ISP,Organization,Autonomous System,Postal Code,Latitude,Longitude,count
Shumen,Bulgaria,A1 Bulgaria EAD,Blizoo Media and Broadband EAD,AS13124 A1 Bulgaria EAD,97**,43.26,26.91,1
Sicily,Italy,Telecom Italia Mobile,Telecom Italia S.p.A.,AS16232 Telecom Italia S.p.A.,91***,37.98,12.97,1
Sicily,Italy,Telecom Italia S.p.A.,INTERBUSINESS,AS3269 Telecom Italia S.p.A.,90***,38.13,13.33,1
Silesia,Poland,"IntegraDesign, Mariusz Barczyk","IntegraDesign, Mariusz Barczyk","AS61154 IntegraDesign, Mariusz Barczyk",42****,50.73,19.01,1
Sinaloa,Mexico,Uninet S.A. de C.V.,UNINET,AS8151 UNINET,81***,25.81,-108.98,1
Sofia-Capital,Bulgaria,MEGALAN,Megalan Network Ltd.,AS35141 A1 Bulgaria EAD,10**,42.7,23.32,1
Sofia-Capital,Bulgaria,Vivacom Bulgaria EAD,Bulgarian Telecommunications Company Plc.,AS8866 Vivacom Bulgaria EAD,10**,42.66,23.38,1
South Dakota,United States,South Dakota State University,South Dakota State University,AS11607 South Dakota State University,57***,44.3,-96.79,1
South Denmark,Denmark,TDC Holding A/S,TDC A/S,AS3292 TDC Holding A/S,67**,55.49,8.5,1
South Holland,The Netherlands,KPN B.V,Entree Vert,AS1136 KPN B.V.,30**,51.94,4.54,1
South Holland,The Netherlands,Universiteit van Amsterdam,Uvanet1,AS1124 Universiteit van Amsterdam,30**,51.92,4.48,1
South Moravian,Czechia,MAXPROGRES,Dial Telecom,"AS34315 Quantcom, a.s.",60****,49.2,16.6,1
Southern,Hong Kong,Joint Universities Computer Centre Limited,Joint Universities Computer Centre Limited,AS137207 Joint Universities Computer Centre Limited,96***,22.28,114.14,1
St.-Petersburg,Russia,PJSC Rostelecom,PJSC Rostelecom North-West Region,AS12389 PJSC Rostelecom,19****,59.94,30.31,1
St.-Petersburg,Russia,SkyNet LLC,SkyNet Networks,AS35807 SkyNet Ltd.,19****,59.9,30.26,1
Stavropol Kray,Russia,"OOO ""Post ltd""","OOO ""Post ltd""","AS12494 OOO ""Post ltd""",35****,44.05,42.86,1
Stockholm County,Sweden,Bredband2 AB,Bredband2,AS29518 Bredband2 AB,10****,59.33,18.07,1
Stockholm County,Sweden,Ericsson Inc.,Ericsson AB,AS158 Ericsson Inc.,16****,59.41,17.95,1
Stockholm County,Sweden,Tele2 SWIPNET,Mobile Services,AS1257 Tele2 Sverige AB,10****,59.33,18.07,1
Stockholm County,Sweden,Tele2 Sverige AB,Tele2 Sverige AB,AS1257 Tele2 Sverige AB,12****,59.26,18.04,1
Stockholm County,Sweden,Telenor Sverige AB,Bredbandsbolaget,AS2119 Telenor Norge AS,10****,59.32,18.05,1
Stockholm County,Sweden,Telia Company AB,Telia Network Services,AS3301 Telia Company AB,10****,59.33,18.07,1
Subcarpathia,Poland,Skyware Sp. z o.o.,Skyware Sp. z o.o,AS42673 Skyware Sp. z o.o.,35****,50.04,22.01,1
Sverdlovsk Oblast,Russia,"JSC ""ER-Telecom Holding""",CJSC Ural WES,"AS5563 JSC ""ER-Telecom Holding""",62****,56.84,60.64,1
Sverdlovsk Oblast,Russia,"JSC ""ER-Telecom Holding"" Yekaterinburg branch",CJSC ER-Telecom Holding Yekaterinburg,"AS51604 JSC ""ER-Telecom Holding""",62****,56.84,60.61,1
São Paulo,Brazil,Amazon Technologies Inc.,AWS EC2 (sa-east-1),"AS16509 Amazon.com, Inc.",01*******,-23.55,-46.63,2
São Paulo,Brazil,Claro NXT Telecomunicacoes Ltda,Claro NXT Telecomunicacoes Ltda,AS28573 Claro NXT Telecomunicacoes Ltda,10**,-23.63,-46.64,1
São Paulo,Brazil,Claro NXT Telecomunicacoes Ltda,Claro NXT Telecomunicacoes Ltda,AS28573 Claro NXT Telecomunicacoes Ltda,13***,-23.09,-47.21,1
São Paulo,Brazil,Claro NXT Telecomunicacoes Ltda,Claro NXT Telecomunicacoes Ltda,AS28573 Claro NXT Telecomunicacoes Ltda,13***,-22.97,-46.99,1
São Paulo,Brazil,Claro NXT Telecomunicacoes Ltda,Claro NXT Telecomunicacoes Ltda,AS28573 Claro NXT Telecomunicacoes Ltda,14***,-21.8,-48.18,1
São Paulo,Brazil,Claro NXT Telecomunicacoes Ltda,NET Serviços de Comunicação S.A.,AS28573 Claro NXT Telecomunicacoes Ltda,68***,-23.53,-46.64,1
São Paulo,Brazil,Claro S.A.,Claro S.A,AS4230 CLARO S.A.,01*******,-23.56,-46.64,3
São Paulo,Brazil,Network Telecomunicacoes S.A.,Network Telecomunicacoes S.A,AS28667 NETWORK TELECOMUNICACOES S.A.,13*******,-22.58,-47.41,1
São Paulo,Brazil,PROCESS SOLUTIONS TECNOLOGIA DA INFORMAÇÃO LTDA,PROCESS SOLUTIONS TECNOLOGIA DA INFORMAÇÃO LTDA,AS28334 PROCESS SOLUTIONS TECNOLOGIA DA INFORMAÇÃO LTDA,15***,-21.6,-48.45,1
São Paulo,Brazil,Sencinet Latam Brasil Ltda,Sencinet Latam Brasil Ltda,AS11271 SENCINET LATAM BRASIL LTDA,13***,-22.9,-47.2,1
São Paulo,Brazil,TELEFÔNICA BRASIL S.A,Vivo,AS27699 TELEFÔNICA BRASIL S.A,10**,-23.63,-46.64,1
São Paulo,Brazil,TIM S/A,TIM S/A,AS26615 TIM S/A,01*******,-23.56,-46.64,1
São Paulo,Brazil,TIM S/A,TIM S/A,AS26615 TIM S/A,10**,-23.63,-46.64,1
São Paulo,Brazil,TIM S/A,Tim Celular S.A.,AS26615 TIM S/A,10**,-23.63,-46.64,1
São Paulo,Brazil,Universidade De SAO Paulo,Universidade De SAO Paulo,AS28571 UNIVERSIDADE DE SAO PAULO,13***,-21.9,-47.88,1
São Paulo,Brazil,V tal,V tal,AS7738 V tal,01*******,-23.56,-46.64,2
São Paulo,Brazil,Vivo,TELEF�NICA BRASIL S.A,AS10429 TELEFÔNICA BRASIL S.A,10**,-23.63,-46.64,1
São Paulo,Brazil,Vivo,TELEF�NICA BRASIL S.A,AS26599 TELEFÔNICA BRASIL S.A,01*******,-23.56,-46.64,2
São Paulo,Brazil,Vivo,TELEF�NICA BRASIL S.A,AS26599 TELEFÔNICA BRASIL S.A,10**,-23.63,-46.64,1
São Paulo,Brazil,Vivo,TELEF�NICA BRASIL S.A,AS27699 TELEFÔNICA BRASIL S.A,10**,-23.63,-46.64,3
Tamil Nadu,India,Hathway IP over Cable Internet Access,Hathway Cable and Datacom Limited,AS17488 Hathway IP Over Cable Internet,60****,12.9,80.22,1
Tamil Nadu,India,Microsoft Corporation,Microsoft Azure Cloud (southindia),AS8075 Microsoft Corporation,60****,13.08,80.27,1
Tamil Nadu,India,SoftLayer,"SoftLayer Technologies, Inc",AS36351 SoftLayer Technologies Inc.,60****,12.9,80.22,1
Tamil Nadu,India,SoftLayer,"SoftLayer Technologies, Inc",AS36351 SoftLayer Technologies Inc.,60****,13.08,80.27,1
Tamil Nadu,India,Tata Communications Limited,Tata Communications Limited,AS4755 TATA Communications formerly VSNL is Leading ISP,60****,13.08,80.27,1
Telangana,India,Reliance Jio Infocomm Limited,Reliance Jio Infocomm Limited,AS55836 Reliance Jio Infocomm Limited,50****,17.37,78.44,1
Telangana,India,"VAINAVI INDUSTIES LTD, INTERNET SERVICE PROVIDER, INDIA",Vainavi Industries Ltd,"AS45582 VAINAVI INDUSTIES LTD, INTERNET SERVICE PROVIDER, INDIA",50****,17.37,78.44,1
Tennessee,United States,AT&T Corp.,Tennessee Board of Regents,AS19957 AT&T Corp.,38***,36.04,-89.39,1
Tennessee,United States,"AT&T Services, Inc.","AT&T Services, Inc.","AS7018 AT&T Services, Inc.",37***,36.4,-86.47,1
Tennessee,United States,"AT&T Services, Inc.",Mcmullen Tool Supply Co,"AS7018 AT&T Services, Inc.",37***,35.85,-86.49,1
Tennessee,United States,FedEx Internet Technologies Corporation,FedEx,AS7726 FedEx Internet Technologies Corporation,38***,35.04,-89.66,1
Tennessee,United States,Peace Communications LLC,Peace Communications LLC,AS6203 Peace Communications LLC,37***,35.04,-85.29,1
Tennessee,United States,"The University of Tennessee, Memphis",University of Tennessee,"AS16989 The University of Tennessee, Memphis",38***,35.14,-90.05,1
Texas,United States,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc.",75***,32.95,-96.73,1
Texas,United States,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc.",75***,33.14,-96.75,1
Texas,United States,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc.",77***,29.76,-95.37,1
Texas,United States,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc.",78***,27.68,-97.37,1
Texas,United States,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc.",78***,30.51,-97.68,1
Texas,United States,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc.",78***,30.52,-97.67,1
Texas,United States,"AT&T Services, Inc.",AT&T IP Team,"AS7018 AT&T Services, Inc.",77***,29.76,-95.37,1
Texas,United States,"AT&T Services, Inc.","AT&T Services, Inc.","AS7018 AT&T Services, Inc.",76***,32.78,-97.3,1
Texas,United States,"AT&T Services, Inc.",Marriott Corporationattn JOH,"AS7018 AT&T Services, Inc.",77***,29.75,-95.36,1
Texas,United States,"AT&T Services, Inc.",PPPoX Pool - AACE5 RCSNTX,"AS7018 AT&T Services, Inc.",75***,32.99,-96.71,1
Texas,United States,"AT&T Services, Inc.",PPPoX Pool - Rback6 SNANTX,"AS7018 AT&T Services, Inc.",78***,29.42,-98.49,1
Texas,United States,"AT&T Services, Inc.",Stratford Visitingnurse Associ,"AS7018 AT&T Services, Inc.",77***,29.74,-95.4,1
Texas,United States,Aptum Technologies,Cogeco Peer 1,AS13768 Aptum Technologies,78***,29.42,-98.49,1
Texas,United States,Charter Communications,Spectrum,AS11427 Charter Communications Inc,76***,32.85,-97.08,1
Texas,United States,Charter Communications,Spectrum,AS11427 Charter Communications Inc,78***,29.57,-98.61,1
Texas,United States,City of San Antonio,City of San Antonio,AS3709 City of San Antonio,78***,29.42,-98.49,1
Texas,United States,"Comcast Cable Communications, LLC","Comcast Cable Communications, Inc.","AS33662 Comcast Cable Communications, LLC",77***,29.72,-95.36,1
Texas,United States,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC","AS7922 Comcast Cable Communications, LLC",75***,32.78,-96.8,1
Texas,United States,"CoreSpace, Inc.","CoreSpace, Inc.","AS54489 CoreSpace, Inc.",75***,32.82,-96.87,2
Texas,United States,Google Fiber Inc.,Google Fiber Inc,AS16591 Google Fiber Inc.,78***,30.23,-97.72,1
Texas,United States,"Haynes and Boone, L.L.P.","Haynes and Boone, L.L.P.","AS14890 Haynes and Boone, L.L.P.",75***,32.82,-96.75,1
Texas,United States,Houston Community College System,Houston Community College System,AS25977 HOUSTON COMMUNITY COLLEGE SYSTEM,77***,29.77,-95.41,1
Texas,United States,NEC Corporation of America,"NEC USA, Inc.",AS13636 NEC Corporation of America,75***,32.91,-97.0,1
Texas,United States,PRAIRIE VIEW A&M UNIVERSITY,Prairie View A&M University,AS46335 PRAIRIE VIEW A&M UNIVERSITY,77***,29.55,-95.8,1
Texas,United States,"SWITCH, LTD","SWITCH, LTD","AS23005 SWITCH, LTD",78***,30.27,-97.74,1
Texas,United States,Sam Houston State University,Sam Houston State University,AS33187 Sam Houston State University,77***,30.72,-95.55,1
Texas,United States,Schlumberger Limited,Schlumberger Limited,AS72 Schlumberger Limited,77***,29.75,-95.47,1
Texas,United States,SoftLayer,SoftLayer Technologies Inc,AS36351 SoftLayer Technologies Inc.,75***,32.93,-96.83,1
Texas,United States,Suddenlink Communications,Suddenlink Communications,AS19108 Optimum,75***,33.65,-95.54,1
Texas,United States,Texas State Technical College at Waco,Texas State Technical College at Waco,AS17327 Texas State Technical College at Waco,76***,31.52,-97.12,1
Texas,United States,Verizon Business,"CADCentre, Inc.",AS701 Verizon Business,77***,29.73,-95.56,1
Texas,United States,Windstream Communications LLC,Windstream Communications LLC,AS7029 Windstream Communications LLC,77***,29.64,-95.64,1
The Marches,Italy,INTERBUSINESS,NAS DHCP Pool ANCONA,AS3269 Telecom Italia S.p.A.,60***,43.62,13.52,1
The Marches,Italy,INTERBUSINESS,NAS DHCP Pool Nola,AS3269 Telecom Italia S.p.A.,61***,43.84,13.01,1
Thuringia,Germany,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG,99***,50.84,10.96,1
Thuringia,Germany,Plusnet GmbH,Top Mehrwert-Logistik GmbH & Co.,AS20676 Plusnet GmbH,99***,50.98,10.32,1
Tocantins,Brazil,SKY POWER INFORMATICA LTDA - ME,SKY POWER INFORMATICA LTDA - ME,AS265487 SKY POWER INFORMATICA LTDA - ME,77***,-9.77,-48.58,1
Tochigi,Japan,NTT Communications Corporation,Open Computer Network,AS4713 NTT Communications Corporation,32******,36.56,139.89,1
Tokyo,Japan,ARTERIA Networks Corporation,ARTERIA Networks Corp.,AS17506 ARTERIA Networks Corporation,10******,35.69,139.77,1
Tokyo,Japan,ARTERIA Networks Corporation,"GMO Internet, Inc.",AS2519 ARTERIA Networks Corporation,15******,35.64,139.7,1
Tokyo,Japan,ARTERIA Networks Corporation,Vectant,AS2519 ARTERIA Networks Corporation,14******,35.62,139.7,1
Tokyo,Japan,Amazon Technologies Inc.,AWS EC2 (ap-northeast-1),"AS16509 Amazon.com, Inc.",15******,35.69,139.69,2
Tokyo,Japan,"Amazon.com, Inc.",AWS EC2 (ap-northeast-1),"AS16509 Amazon.com, Inc.",15******,35.69,139.69,1
Tokyo,Japan,D-cruise,Toyota Systems Corporation,AS7687 TOYOTA DIGITAL CRUISE.INCORPORATED,10******,35.69,139.77,1
Tokyo,Japan,DION (KDDI CORPORATION),KDDI,AS2516 KDDI CORPORATION,10******,35.69,139.77,1
Tokyo,Japan,DION (KDDI CORPORATION),KDDI,AS2516 KDDI CORPORATION,13******,35.65,139.79,1
Tokyo,Japan,Expereo International BV,Pfizer Inc,AS15695 Expereo International BV,10******,35.69,139.75,1
Tokyo,Japan,"Hitachi, Ltd., Managed Services Business Division","Hitachi Systems, Ltd.","AS59109 Hitachi,Ltd., Managed Services Business Division",10******,35.69,139.77,1
Tokyo,Japan,ITOCHU Techno-Solutions Corporation,ITOCHU Techno-Solutions Corporation,AS9993 ITOCHU Techno-Solutions Corporation,10******,35.69,139.77,1
Tokyo,Japan,Internet Initiative Japan,Internet Initiative Japan Inc.,"AS131916 Tokyo Bay Network Co.,Ltd.",13******,35.7,139.83,1
Tokyo,Japan,Internet Initiative Japan Inc.,Hokkaido,AS2497 Internet Initiative Japan Inc.,15******,35.68,139.68,1
Tokyo,Japan,"JCOM Co., Ltd.","JCOM Co., Ltd","AS9824 JCOM Co., Ltd.",17******,35.75,139.62,1
Tokyo,Japan,JR East Information Systems Company,JR East Japan Information Systems Company,AS131932 JR East Information Systems Company,28******,35.67,139.78,1
Tokyo,Japan,Kddi Corporation,KDDI,AS2516 KDDI CORPORATION,10******,35.69,139.77,2
Tokyo,Japan,Kddi Corporation,KDDI,AS2516 KDDI CORPORATION,15******,35.68,139.68,1
Tokyo,Japan,Kddi Corporation,Kddi Corporation,AS2516 KDDI CORPORATION,10******,35.66,139.74,1
Tokyo,Japan,Kddi Corporation,Kddi Corporation,AS2516 KDDI CORPORATION,10******,35.69,139.77,1
Tokyo,Japan,Kddi Corporation,WIMAX,AS2516 KDDI CORPORATION,10******,35.69,139.77,1
Tokyo,Japan,Keio University,KEIO,AS38635 Keio University,15******,35.64,139.7,1
Tokyo,Japan,NTN,NTN corporation,"AS2514 NTT PC Communications, Inc.",15******,35.68,139.68,1
Tokyo,Japan,NTT COMMUNICATIONS CORPORATION,OCN,AS4713 NTT Communications Corporation,15******,35.61,139.64,1
Tokyo,Japan,NTT Communications Corporation,Mitsubishi Corporation,AS4713 NTT Communications Corporation,10******,35.69,139.77,1
Tokyo,Japan,NTT Communications Corporation,NTT Communications Corporation,AS23779 NTT Communications Corporation,28******,35.69,139.77,1
Tokyo,Japan,NTT Communications Corporation,Open Computer Network,AS4713 NTT Communications Corporation,10******,35.69,139.77,1
Tokyo,Japan,"NTT PC Communications, Inc.","NTT PC Communications, Inc.","AS2514 NTT PC Communications, Inc.",20******,35.67,139.75,2
Tokyo,Japan,NTTEAST-NGN,Nippon Telegraph and Telephone East Corporation,AS9595 NTT-ME Corporation,10******,35.69,139.77,1
Tokyo,Japan,SoftLayer,"SoftLayer Technologies, Inc",AS36351 SoftLayer Technologies Inc.,10******,35.69,139.69,1
Tokyo,Japan,Softbank BB Corp.,Japan Nation-wide Network of Softbank BB Corp.,AS17676 SoftBank Corp.,10******,35.66,139.76,1
Tokyo,Japan,Softbank BB Corp.,Japan Nation-wide Network of Softbank Corp.,AS17676 SoftBank Corp.,10******,35.66,139.76,2
Tokyo,Japan,Softbank BB Corp.,Japan nation-wide Network of SOFTBANK BB CORP,AS17676 SoftBank Corp.,10******,35.66,139.76,4
Tokyo,Japan,Softbank BB Corp.,Japan nation-wide Network of SOFTBANK BB Corp.,AS17676 SoftBank Corp.,10******,35.66,139.76,4
Tokyo,Japan,Softbank BB Corp.,Japan nation-wide Network of SOFTBANK Corp.,AS17676 SoftBank Corp.,10******,35.66,139.76,2
Tokyo,Japan,Softbank BB Corp.,SOFTBANK Corp,AS17676 SoftBank Corp.,10******,35.66,139.76,3
Tokyo,Japan,Softbank BB Corp.,SOFTBANK Corp,AS17676 SoftBank Corp.,15******,35.65,139.61,1
Tokyo,Japan,Softbank BB Corp.,SOFTBANK Corp,AS17676 SoftBank Corp.,15******,35.68,139.68,1
Tokyo,Japan,Softbank BB Corp.,SOFTBANK Corp,AS17676 SoftBank Corp.,17******,35.75,139.69,1
Tokyo,Japan,TUAT,National University Corporation Tokyo University of Agriculture and Technology,"AS2907 Research Organization of Information and Systems, National Institute of Informatics",18******,35.7,139.48,1
Tokyo,Japan,UCOM Corp.,broadgate,AS17506 ARTERIA Networks Corporation,15******,35.67,139.69,1
Tokyo,Japan,USEN-BFL,UCOM Corp.,AS17506 ARTERIA Networks Corporation,15******,35.68,139.68,1
Trnava Region,Slovakia,Slovak Telecom AS6855,"Slovak Telekom, a.s.","AS6855 Slovak Telekom, a.s.",91****,48.38,17.58,1
Troms,Norway,Sikt - Kunnskapssektorens Tjenesteleverandor,"Dep. of Information Technology, University of Tromso",AS224 SIKT - KUNNSKAPSSEKTORENS TJENESTELEVERANDOR,90**,69.68,18.96,1
Tuscany,Italy,Consortium GARR,Universita' degli Studi di Firenze,AS137 Consortium GARR,50***,43.79,11.24,1
Tuscany,Italy,PISA,Universita' degli Studi di Pisa,AS137 Consortium GARR,56***,43.71,10.41,1
Tyrol,Austria,MYNET,myNET Internet Solutions,AS31543 myNet GmbH,65**,47.14,10.56,1
Ulsan,South Korea,Ulsan Jung-Ang Broadcasting Network,JCN,AS45361 Ulsan Jung-Ang Broadcasting Network,44*,35.6,129.35,1
Utah,United States,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC","AS33660 Comcast Cable Communications, LLC",84***,40.39,-111.85,1
Utah,United States,Off Campus Telecommunications,Off Campus Telecommunications,AS29933 Off Campus Telecommunications,84***,40.23,-111.67,1
Utah,United States,Verizon Business,Verizon Business,AS22394 Verizon Business,84***,40.7,-112.09,1
Utrecht,The Netherlands,Concepts ICT B.V.,Concepts ICT Holding B.V.,AS1136 KPN B.V.,36**,52.17,5.01,1
Utrecht,The Netherlands,SURFnet II b,"Graafschap College, Slingelaan 1, NL-7001 EA Doetinchem",AS1103 SURF B.V.,37**,52.1,5.24,1
Utrecht,The Netherlands,SURFnet III a,SURFnet bv,AS1101 SURF B.V.,35**,52.09,5.12,1
Utrecht,The Netherlands,SURFnet III b,SURFnet bv,AS1101 SURF B.V.,35**,52.09,5.12,3
Uttar Pradesh,India,Tata Communications Limited,Tata Communications Limited,AS4755 TATA Communications formerly VSNL is Leading ISP,11****,28.61,77.31,1
Uusimaa,Finland,Cinia Oy,Cinia Oy,AS20904 Cinia Oy,24*,60.21,24.92,1
Uusimaa,Finland,Elisa Oyj,Elisa Oyj,AS719 Elisa Oyj,12**,60.28,25.12,1
Uusimaa,Finland,Equinix (EMEA) Acquisition Enterprises B.V.,Equinix Customer - (Finland) Oy,AS15830 Equinix (EMEA) Acquisition Enterprises B.V.,12*,60.17,24.94,1
Valencia,Spain,Vodafone-BB Global,Internet Link S.L.,AS12430 VODAFONE ESPANA S.A.U.,46***,39.66,-0.22,1
Veneto,Italy,Fastweb SpA,Fastweb POP Internet,AS12874 Fastweb SpA,35***,45.39,11.79,1
Veneto,Italy,INFOSTRADA,WIND Telecomunicazioni S.p.A,AS1267 WIND TRE S.P.A.,30***,45.43,12.13,1
Veneto,Italy,INTERBUSINESS,NAS DHCP Pool VENEZIA,AS3269 Telecom Italia S.p.A.,30***,45.44,12.32,1
Veneto,Italy,Telecom Italia Net,INTERBUSINESS,AS3269 Telecom Italia S.p.A.,35***,45.27,12.11,1
Vermont,United States,Comcast Cable Communications,"Comcast IP Services, L.L.C.","AS7015 Comcast Cable Communications, LLC",54**,44.45,-73.18,1
Victoria,Australia,Australian Academic and Research Network,Royal Melbourne Institute of Technology (RMIT University),AS7575 Australian Academic and Research Network (AARNet),30**,-37.74,144.97,1
Victoria,Australia,Canaccord Genuity Financial Limited,Canaccord Genuity Financial Limited,"AS9472 Level 23, Exchange Plaza",31**,-37.84,145.02,1
Victoria,Australia,Ericsson Inc.,Eric,AS158 Ericsson Inc.,30**,-37.68,144.93,1
Victoria,Australia,SingTel Optus Pty Ltd,Optus Internet Pty Ltd,AS4804 Microplex PTY LTD,30**,-37.71,144.93,1
Victoria,Australia,SingTel Optus Pty Ltd,Optus Internet Pty Ltd,AS4804 Microplex PTY LTD,39**,-38.15,145.19,1
Victoria,Australia,Uniware Managed Services Pty Ltd,Uniware Managed Services Pty Ltd,AS45601 Uniware Managed Services Pty Ltd,30**,-37.81,144.96,1
Vienna,Austria,A1 Telekom Austria AG,A1 Telekom Austria AG,AS8447 A1 Telekom Austria AG,10**,48.23,16.35,1
Vienna,Austria,T-Mobile Austria,T-Mobile Austria GmbH,AS8412 T-Mobile Austria GmbH,10**,48.2,16.39,1
Vilnius,Lithuania,Kauno Technologijos Universitetas,Vilniaus universitetas,AS5479 Kauno Technologijos Universitetas,20**,54.69,25.28,1
Vilnius,Lithuania,Telia Lietuva,"Telia Lietuva, AB","AS8764 Telia Lietuva, AB",81**,54.7,25.26,1
Virginia,United States,Africa on Cloud,Cloud Innovation Ltd,AS328608 Africa on Cloud,20***,39.05,-77.49,1
Virginia,United States,Amazon Technologies Inc.,AWS EC2 (us-east-1),"AS14618 Amazon.com, Inc.",20***,39.04,-77.49,2
Virginia,United States,Amazon.com,AWS EC2 (us-east-1),"AS14618 Amazon.com, Inc.",20***,39.04,-77.49,1
Virginia,United States,"Amazon.com, Inc.",AWS EC2 (us-east-1),"AS14618 Amazon.com, Inc.",20***,39.04,-77.49,2
Virginia,United States,Booz Allen Hamilton Inc.,Advanced Decision Systems,AS7281 Booz Allen Hamilton Inc.,22***,38.92,-77.23,1
Virginia,United States,Cogent Communications,"Interactive Intelligence Canada, Ltd",AS174 Cogent Communications,20***,39.05,-77.49,1
Virginia,United States,Comcast Cable Communications,"Comcast IP Services, L.L.C.","AS21508 Comcast Cable Communications, LLC",24***,37.25,-80.43,1
Virginia,United States,"Comcast Cable Communications, LLC","Comcast Cable Communications, Inc.","AS21508 Comcast Cable Communications, LLC",22***,39.19,-78.19,1
Virginia,United States,Cox Communications Inc.,Cox Communications,AS22773 Cox Communications Inc.,23***,36.83,-76.04,1
Virginia,United States,DXC US Latin America Corporation,DXC US Latin America Corporation,AS21877 DXC US Latin America Corporation,20***,39.05,-77.45,1
Virginia,United States,DoD Network Information Center,Navy Network Information Center,AS367 DoD Network Information Center,20***,38.96,-77.36,1
Virginia,United States,DoD Network Information Center,Navy Network Information Center,AS647 DoD Network Information Center,23***,36.92,-76.19,1
Virginia,United States,DoD Network Information Center,Navy Network Information Center,AS721 DoD Network Information Center,23***,36.92,-76.19,2
Virginia,United States,DoD Network Information Center,Navy Network Information Center,AS749 DoD Network Information Center,23***,36.92,-76.19,1
Virginia,United States,GTT Communications Inc.,GTT,AS3257 GTT Communications Inc.,22***,38.92,-77.22,1
Virginia,United States,George Mason University,George Mason University,AS11279 George Mason University,22***,38.85,-77.33,1
Virginia,United States,Inova Health System Foundation,Inova Health System Foundation,AS393861 Inova Health System Foundation,22***,38.86,-77.27,1
Virginia,United States,MCI,MCI Telecommunications,AS3372 MCI,20***,39.01,-77.47,1
Virginia,United States,Microsoft Corporation,Microsoft Azure Cloud (eastus),AS8075 Microsoft Corporation,23***,36.68,-78.37,5
Virginia,United States,Microsoft Corporation,Microsoft Azure Cloud (eastus2),AS8075 Microsoft Corporation,23***,36.68,-78.37,2
Virginia,United States,Microsoft Corporation,Microsoft Azure Cloud (eastus2euap),AS8075 Microsoft Corporation,23***,36.68,-78.37,1
Virginia,United States,Microsoft Corporation,Microsoft Azure Cloud (usgovvirginia),AS8070 Microsoft Corporation,23***,36.68,-78.37,1
Virginia,United States,"NTT America, Inc.",NTT America Enterprise Hosting - Sterling,"AS2914 NTT America, Inc.",20***,39.04,-77.49,1
Virginia,United States,National Aeronautics and Space Administration,National Aeronautics and Space Administration,AS270 National Aeronautics and Space Administration,20***,38.96,-77.36,1
Virginia,United States,OVH SAS,OVH US LLC,AS16276 OVH SAS,20***,38.96,-77.36,2
Virginia,United States,Sprint,Sprint,AS1239 Sprint,20***,38.95,-77.39,1
Virginia,United States,U.S. Department of the Interior,U.S. Geological Survey,AS22284 U.S. Department of the Interior,20***,38.95,-77.37,1
Virginia,United States,Verizon Business,Verizon Business,AS6167 Verizon Business,20***,39.01,-77.47,1
Virginia,United States,Verizon Business,Verizon Business,AS701 Verizon Business,20***,38.87,-77.65,1
Virginia,United States,Verizon Communications,"MCI Communications Services, Inc. d/b/a Verizon Business",AS701 Verizon Business,20***,39.01,-77.47,1
Virginia,United States,Virginia Polytechnic Institute and State Univ.,Virginia Polytechnic Institute and State Univ.,AS1312 Virginia Polytechnic Institute and State Univ.,24***,37.2,-80.41,1
Virginia,United States,Wilkes Communications,WILKE,"AS22191 Wilkes Communications, Inc.",24***,36.97,-79.34,1
Västerbotten County,Sweden,Telia Company AB,Returpack-Burk Svenska AB,AS3301 Telia Company AB,93****,64.75,20.95,1
Västerbotten County,Sweden,"UMDAC, Umea University","UMDAC, Umea University","AS12501 UMDAC, Umea University",90****,63.82,20.31,1
Västra Götaland County,Sweden,Bredbandsbolaget,B2 Bredband AB,AS2119 Telenor Norge AS,43****,57.7,12.45,1
Västra Götaland County,Sweden,Telia Company AB,Telia Network Services,AS3301 Telia Company AB,41****,57.71,11.97,1
Wakayama,Japan,OPTAGE Inc.,OPTAGE Inc.,AS17511 OPTAGE Inc.,64******,34.35,135.58,1
Wallonia,Belgium,UCLOUVAIN,Universite Catholique de Louvain,AS2611 BELNET,40**,50.63,5.57,1
Wallonia,Belgium,UOFLIEGE,University of Liege,AS2611 BELNET,62**,50.48,4.58,1
Washington,United States,AT&T Mobility LLC,Service Provider Corporation,AS20057 AT&T Mobility LLC,98***,47.61,-122.33,1
Washington,United States,Atlas Networks Corporation,Atlas Networks Corporation,AS21743 Atlas Networks Corporation,98***,47.67,-122.13,1
Washington,United States,CenturyLink,"CenturyLink, Inc","AS209 CenturyLink Communications, LLC",98***,47.69,-122.3,1
Washington,United States,ESnet,Battele Pacific Northwest Laboratory,AS292 ESnet,99***,46.35,-119.28,1
